station,location,state,do,ph,co,bod,na,tc,year,wqi
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,7.6,7.2,72.0,1.8,2.56,57.0,2013,88.56
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,7.1,7.5,131.0,2.2,3.2,413.0,2013,88.38
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,5.2,2.9,682.0,7.8,1.5,30.0,2013,61.800000000000004
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,7.3,7.1,47.0,1.3,2.0,48.0,2013,94.18
3370,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,7.6,7.2,52.0,1.2,2.0,36.0,2013,94.18
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,8.0,6.9,64.0,1.8,3.38,49.0,2013,90.88000000000001
3372,RILANG RIVER,MEGHALAYA,7.9,7.3,46.0,1.4,1.0,29.0,2013,94.18
3373,WAH BLEI,MEGHALAYA,7.4,7.2,53.0,1.9,3.0,32.0,2013,94.18
3374,WAH BLEI,MEGHALAYA,7.7,7.2,55.0,1.6,3.0,63.0,2013,88.56
3375,LUKHA RIVER,MEGHALAYA,6.8,2.7,1074.0,3.2,2.33,11.0,2013,72.10000000000001
3376,LUKHA RIVER,MEGHALAYA,7.1,6.5,237.0,3.8,4.56,1072.0,2013,67.82
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,7.8,7.2,50.0,1.6,1.77,41.0,2013,94.18
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,7.3,7.3,71.0,2.0,2.66,47.0,2013,94.18
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,7.3,7.0,91.0,1.8,3.3,45.0,2013,94.0
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,7.4,7.1,49.0,1.7,2.44,42.0,2013,94.18
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,6.5,7.1,99.0,2.7,3.56,2722.0,2013,82.75999999999999
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,7.5,5.7,50.0,1.5,2.21,23.0,2013,77.68
3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,5.8,6.9,68.0,3.1,4.9,463.0,2013,74.96000000000001
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,6.9,7.2,44.0,1.4,2.66,33.0,2013,94.18
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,7.8,7.3,93.0,1.9,2.99,444.0,2013,88.38
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,6.6,7.0,66.0,2.3,4.0,63.0,2013,88.56
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,7.6,7.1,53.0,1.7,3.0,53.0,2013,88.56
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,7.8,7.0,47.0,1.4,2.0,35.0,2013,94.18
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,7.7,7.4,128.0,1.6,3.32,56.0,2013,88.38
3350,UMKHEN AT WAHKDAIT,MEGHALAYA,7.1,7.0,54.0,1.8,2.58,43.0,2013,94.18
3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA,7.4,7.0,69.0,1.6,3.3,87.0,2013,88.56
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,7.5,7.2,58.0,1.6,2.25,46.0,2013,94.18
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,7.2,6.9,55.0,1.7,3.04,56.0,2013,85.26
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,7.9,7.1,55.0,1.2,3.55,50.0,2013,94.18
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,6.9,6.9,52.0,2.2,3.48,45.0,2013,90.88000000000001
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,7.2,7.1,107.0,6.7,5.56,476.0,2013,79.02
3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,7.5,7.0,82.0,2.1,3.02,122.0,2013,88.38
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,7.1,7.5,189.0,1.9,1.0,533687.1656804733,2013,71.34
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,7.0,7.6,197.0,1.8,1.0,533687.1656804733,2013,71.34
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,7.2,7.9,158.0,1.9,0.95,533687.1656804733,2013,71.34
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,6.5,7.8,161.0,1.8,0.99,533687.1656804733,2013,71.34
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,6.6,7.7,165.0,1.7,0.0,325.0,2013,88.2
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,6.7,7.8,167.0,4.8,1.0,520.0,2013,77.9
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,6.6,7.7,183.0,3.7,1.55,575.0,2013,77.9
1393,DAMANGANGA AT D/S OF MADHUBAN,DAMAN & DIU,7.1,7.8,151.0,8.0,0.08,533687.1656804733,2012,61.98
1150,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT,7.2,7.4,319.0,0.7,0.18,10.0,2012,93.28
1865,RIVER DHADAR AT KOTHADA,GUJARAT,6.2,8.4,894.0,9.0,0.38,350.0,2012,78.3
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,GOA,5.9,7.2,52.0,2.1,0.08,90.0,2012,82.94000000000001
1475,ZUARI AT PANCHAWADI,GOA,6.1,6.8,408.0,1.3,0.17,3808.0,2012,78.74000000000001
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,5.5,6.9,143.0,1.3,0.09,11113.0,2012,62.60000000000001
3182,RIVER ZUARI AT MARCAIM JETTY,GOA,5.4,7.2,60.0,1.5,0.08,2309.0,2012,77.32000000000002
1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,GOA,5.8,7.2,34.0,5.3,0.17,3322.0,2012,72.64
1476,"MANDOVI AT TONCA, MARCELA",GOA,5.9,6.7,125.0,1.5,0.14,5793.0,2012,70.53999999999999
3185,MANDOVI AT AMONA BRIDGE,GOA,6.4,6.7,175.0,1.3,0.1,3636.0,2012,75.98000000000002
3186,RIVER MANDOVI AT IFFI JETTY,GOA,6.2,7.7,39.0,1.3,0.06,4517.0,2012,82.94
3187,MANDOVI NEAR HOTEL MARRIOT,GOA,6.1,7.8,39.0,1.5,0.06,5840.0,2012,82.94
1543,KALNA AT CHANDELNAN PERNEM,GOA,7.3,6.9,61.0,0.7,0.09,4388.0,2012,79.64000000000001
1548,RIVER ASSONORA AT ASSONORA,GOA,6.8,6.6,71.0,1.5,0.14,3949.0,2012,73.04
2276,"BICHOLIM VARAZAN NAGAR, BICHOLIM",GOA,7.4,6.5,129.0,2.3,0.49,16691.0,2012,61.620000000000005
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,7.0,6.8,503.0,1.6,0.66,2404.0,2012,78.74000000000001
3189,RIVER CHAPORA AT SIOLIM,GOA,6.3,7.5,31.0,1.6,0.06,4267.0,2012,82.94
1546,KHANDEPAR AT OPA NAN PONDA,GOA,7.1,6.8,70.0,0.8,0.17,3567.0,2012,79.64000000000001
2270,"KHANDEPAR AT CODLI NR BDG, U/S OPA WATERWORKS,SANGUEM",GOA,7.3,6.8,69.0,1.2,0.12,2446.0,2012,79.64000000000001
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,6.7,6.6,118.0,1.0,0.22,3496.0,2012,72.86000000000001
1545,RIVER MADAI AT DABOS NAN  VALPOI,GOA,7.4,6.8,80.0,1.3,0.06,1404.0,2012,79.46000000000001
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,4.5,6.6,250.0,2.4,0.16,5889.0,2012,61.260000000000005
2271,"SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,6.1,6.9,74.0,1.8,0.19,3937.0,2012,79.64000000000001
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,5.9,7.3,44.0,1.6,0.14,2794.0,2012,77.32000000000002
3184,"SAL AT ORLIM BRIDGE, ORLIM",GOA,4.0,6.8,207.0,1.8,0.34,2280.0,2012,62.42
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,5.4,7.6,40.0,1.6,0.07,1330.0,2012,77.32000000000002
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,5.3,7.6,41.0,1.4,0.08,2517.0,2012,77.32000000000002
1547,RIVER TALPONA AT CANACONA,GOA,7.0,6.9,54.0,0.8,0.21,3059.0,2012,79.64000000000001
3188,RIVER TIRACOL AT TIRACOL,GOA,5.9,7.7,44.0,2.1,0.08,831.0,2012,77.32000000000002
1544,VALVANT AT SANKLI NAN BICHOLIM,GOA,7.1,6.5,60.0,1.7,0.13,8163.0,2012,73.04
2651,"AMBA AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,6.9,7.7,99.0,3.3,0.56,123.0,2012,83.7
1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),MAHARASHTRA,6.6,7.9,123.0,3.2,0.52,104.0,2012,83.7
2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR,THANE",MAHARASHTRA,6.6,7.7,220.0,3.6,0.65,77.0,2012,83.52000000000001
2654,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,6.8,7.7,219.0,3.4,0.63,75.0,2012,83.52000000000001
1092,KALU AT ATALE VILLAGE,MAHARASHTRA,4.8,7.2,5429.0,8.4,2.08,408.0,2012,67.06
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,6.4,8.0,493.0,4.2,3.91,68.0,2012,82.98
1152,KUNDALIKA AT ROHA CITY,MAHARASHTRA,6.8,7.6,100.0,3.0,0.54,295.0,2012,88.38
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,6.7,7.5,316.0,4.6,0.6,132.0,2012,82.98
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,5.8,7.9,37227.0,9.5,1.42,451.0,2012,72.68
2672,"KUNDALIKA AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",MAHARASHTRA,6.9,7.7,84.0,3.1,0.42,168.0,2012,83.7
2168,MITHI RIVER,MAHARASHTRA,4.9,7.6,21254.0,55.5,2.18,964.0,2012,61.44
2676,"MUCHKUNDI RIVER AT  WAKED, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,6.9,7.9,312.0,2.7,1.58,107.0,2012,87.66
1151,PATALGANGA AT SHILPHATA,MAHARASHTRA,6.8,7.5,146.0,3.0,0.6,241.0,2012,88.38
1462,PATALGANGA NEAR INTAKE OF MIDC W/W,MAHARASHTRA,6.7,7.3,127.0,2.9,0.59,209.0,2012,88.38
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,5.6,6.9,432.0,4.5,1.72,173.0,2012,74.06
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,6.5,7.3,126.0,3.0,0.59,284.0,2012,88.38
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,7.1,7.5,128.0,3.0,0.6,297.0,2012,88.38
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,6.4,7.3,129.0,3.1,0.6,191.0,2012,83.7
2689,"PATALGANGA AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,6.9,7.7,129.0,2.9,0.55,268.0,2012,88.38
2696,"PEHLAR DAM ON PEHLAR INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,7.0,7.9,153.0,2.9,0.55,86.0,2012,88.2
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,6.4,7.6,10165.0,3.7,2.14,139.0,2012,82.98
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,6.9,7.7,307.0,2.8,3.6,123.0,2012,87.66
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,6.3,7.7,322.0,3.5,1.1,116.0,2012,82.98
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,6.5,7.5,5835.0,3.4,1.72,126.0,2012,82.98
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,6.3,7.4,9245.0,4.7,2.0,134.0,2012,82.98
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,6.5,8.1,1907.0,4.0,0.55,115.0,2012,82.98
2707,"SURYA AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA,7.0,8.0,1896.0,3.5,0.64,245.0,2012,82.98
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,7.0,8.0,206.0,2.9,0.56,74.0,2012,88.2
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,6.8,7.8,239.0,3.3,0.56,77.0,2012,83.34
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA,6.4,7.6,152.0,3.2,0.96,142.0,2012,83.52000000000001
1094,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA,6.7,7.7,146.0,3.0,0.89,73.0,2012,88.38
2162,ULHAS ATJAMBHUL WATER WORKS,MAHARASHTRA,6.7,7.6,137.0,2.9,0.76,64.0,2012,88.38
2712,"VAITARNA NR RD BDG, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,6.6,7.8,228.0,3.5,0.57,79.0,2012,83.34
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,7.0,7.7,409.0,2.4,0.93,112.0,2012,87.66
2713,"VASHISHTI  AT D/S OF THREE M PAPER MILLS NR CHIPLUN WATER INTAKE JACKWELL,KHERDI,RATNAGIRI",MAHARASHTRA,6.8,7.6,263.0,2.9,0.81,123.0,2012,88.02
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,6.9,7.5,338.0,2.3,3.93,108.0,2012,87.66
1342,ACHENKOIL AT THUMPAMON,KERALA,7.0,7.2,79.0,0.8,0.62,637.0,2012,82.75999999999999
1443,ACHENKOIL AT CHENNITHULA,KERALA,6.6,7.0,67.0,1.1,0.53,670.0,2012,82.94
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,6.6,7.3,59.0,0.7,0.57,541.0,2012,82.94
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE),PATHANAMTHITTA",KERALA,6.2,7.3,66.0,0.8,0.55,609.0,2012,82.94
2297,ANCHARAKANDY AT MERUVAMBA,KERALA,7.1,7.0,67.0,1.0,0.34,538.0,2012,82.94
2319,ANCHARAKANDY AT MERUVAMBA,KERALA,7.0,6.7,5341.0,1.1,0.37,528.0,2012,75.44
2286,R AYROOR AT AYROOR BRIDGE,KERALA,6.7,7.3,89.0,1.1,0.35,2025.0,2012,82.75999999999999
2331,BHARATHAPUZHA AT KUTTIPPURAM,KERALA,6.2,7.3,136.0,1.0,0.46,676.0,2012,82.75999999999999
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,7.1,8.1,212.0,0.9,0.56,992.0,2012,82.58000000000001
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,6.3,6.3,134.0,1.2,0.67,780.0,2012,66.25999999999999
20,CHALIYAR AT KOOLIMADU,KERALA,7.3,7.2,76.0,0.6,0.31,893.0,2012,82.75999999999999
21,CHALIYAR AT CHUNGAPALLY,KERALA,7.0,7.3,11041.0,0.9,0.29,503.0,2012,82.03999999999999
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,6.8,7.1,75.0,0.8,0.5,1169.0,2012,82.94
1572,CHANDRAGIRI AT PADIYATHADKA,KERALA,7.4,7.2,61.0,0.7,0.11,255.0,2012,88.56
2295,R CORAPUZHA AT KANAYANKODE,KERALA,6.1,7.5,14083.0,1.4,0.25,2686.0,2012,82.03999999999999
1564,"R ITHIKKARA AT AYUR, KERALA",KERALA,6.6,7.2,92.0,0.8,0.77,660.0,2012,82.75999999999999
2287,R ITHIKKARA AT ITHIKKARA,KERALA,6.6,7.2,1348.0,0.8,1.01,810.0,2012,82.03999999999999
1566,R KADALUNDI AT THIRURANGADY,KERALA,6.0,6.7,95.0,1.2,0.29,680.0,2012,76.16
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,6.6,6.8,78.0,1.0,0.2,626.0,2012,79.46000000000001
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR",KERALA,7.1,7.2,61.0,1.0,0.34,608.0,2012,82.94
2294,R KALLAI AT KALLAI BRIDGE,KERALA,3.9,7.6,30298.0,2.5,0.59,7240.0,2012,65.18
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,6.6,8.0,310.0,1.1,0.54,783.0,2012,82.03999999999999
3458,KARAPUZHA DAM AT WAYANAD,KERALA,7.0,7.1,97.0,0.8,0.35,77.0,2012,88.38
1571,R KARINGODE AT KAKKADAVU,KERALA,7.3,7.0,51.0,0.7,0.18,258.0,2012,88.56
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,7.0,7.4,55.0,0.9,0.32,1400.0,2012,82.94
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,6.1,6.8,67.0,1.1,0.58,394.0,2012,85.26
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,7.0,6.7,61.0,1.3,0.28,248.0,2012,81.96000000000001
2291,KEECHERI AT VADAKKANCHERY BDG,KERALA,5.2,6.9,81.0,1.5,0.37,465.0,2012,79.46000000000001
2326,R KORAYAR AT KANJIKODE,KERALA,6.1,8.0,510.0,1.1,0.72,1572.0,2012,82.03999999999999
1569,R KUPPAM AT THALIPARAMBA,KERALA,6.5,6.9,12150.0,1.8,0.52,1481.0,2012,78.74000000000001
2298,R KUPPAM AT RAYAROM,KERALA,7.9,7.2,50.0,1.1,0.3,845.0,2012,82.94
1567,R KUTTIYADE AT KUTTIYADY ESTATE,KERALA,7.5,6.9,34.0,0.9,0.14,256.0,2012,85.26
1568,"R MAHE AT VALAYAM, KERALA",KERALA,7.0,7.4,72.0,1.0,0.38,897.0,2012,82.94
2285,R MAMOM AT MAMOM BRIDGE,KERALA,7.3,7.3,99.0,0.9,0.23,1788.0,2012,82.75999999999999
1340,MANIMALA  AT KALLOOPARA,KERALA,7.5,6.9,125.0,1.6,0.45,1400.0,2012,79.46000000000001
1384,MANIMALA AT THONDRA,KERALA,6.8,6.9,116.0,1.7,0.4,1260.0,2012,79.46000000000001
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,5.8,7.3,107.0,0.9,0.88,343.0,2012,82.76
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,7.1,7.2,85.0,0.8,0.31,184.0,2012,88.38
1339,MEENACHIL AT KIDANGOOR,KERALA,6.8,7.1,58.0,0.7,0.46,3460.0,2012,82.94
2304,R MOGRAL AT MOGRAL BR.,KERALA,5.7,7.3,13197.0,1.5,0.35,144.0,2012,82.04
43,MUVATTAPUZHA AT VETTIKKATTUMUKKU,KERALA,6.7,7.1,58.0,1.2,0.39,1739.0,2012,82.94
2302,NEELASWARAM AT NAMBIARKAL ,KERALA,7.0,6.9,3453.0,0.9,0.17,278.0,2012,84.36
1570,R NEELESWARAM AT HOSDURG,KERALA,6.5,7.0,14369.0,1.3,0.27,175.0,2012,87.66
1563,R NEYYAR AT AMARAVILA,KERALA,6.6,7.3,70.0,1.4,0.39,1875.0,2012,82.94
2284,R NEYYAR AT ARUVIPURAM,KERALA,7.0,7.3,60.0,0.8,0.18,1813.0,2012,82.94
2288,R PALLICKAL AT NELLIMUKAL,KERALA,6.3,7.2,97.0,0.8,0.56,880.0,2012,82.75999999999999
1156,PAMBA AT CHENGANNUR,KERALA,6.0,7.0,63.0,1.1,1.04,493.0,2012,88.56
1341,PAMBA AT THAKAZHY,KERALA,4.4,7.1,113.0,1.5,1.17,722.0,2012,71.52000000000001
1565,PAMBA DOWN,KERALA,4.5,7.2,79.0,1.0,1.04,537.0,2012,71.52000000000001
17,PERIYAR NEAR ALWAYENANELOOR,KERALA,5.1,6.9,1789.0,2.1,0.68,1946.0,2012,73.12
18,PERIYAR AT KALADY,KERALA,7.5,7.2,36.0,1.1,0.27,1134.0,2012,82.94
1338,PERIYAR AT SEWAGE DISCHARGE POINT,KERALA,6.8,7.0,59.0,1.3,0.32,2267.0,2012,82.94
2333,PERIYAR AT MUPPATHADAM,KERALA,6.8,6.9,114.0,1.4,0.23,1785.0,2012,79.46000000000001
2334,RIVER PERIYAR AT PATHALAM,KERALA,5.9,6.8,1108.0,2.2,0.62,1520.0,2012,73.12
2335,R PERIYAR AT KALAMASSERY,KERALA,4.9,6.7,88.0,2.2,0.28,2200.0,2012,64.92000000000002
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,6.8,6.9,1686.0,1.4,0.25,1223.0,2012,78.74000000000001
3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",KERALA,7.1,6.9,45.0,1.2,0.29,1636.0,2012,79.64000000000001
2300,PERUVAMBA AT CHANDAPPURA,KERALA,6.9,6.6,56.0,1.1,0.3,542.0,2012,73.04
2303,R PULLUR AT PULLUR BR.,KERALA,6.5,6.3,49.0,1.0,0.22,323.0,2012,72.06
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,4.9,6.6,169.0,2.1,0.76,1241.0,2012,61.440000000000005
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,4.2,6.5,19575.0,1.4,0.39,528.0,2012,60.900000000000006
2305,R SHRIYA AT ANGADIMOGARU,KERALA,6.9,7.1,63.0,0.9,0.16,336.0,2012,88.56
2296,THALLASSERY AT PATHIPPALAM,KERALA,6.6,6.7,69.0,0.8,0.38,464.0,2012,81.96000000000001
2292,THIRUR AT THALAKKADATHUR BDG,KERALA,4.5,6.6,6381.0,2.1,0.34,435.0,2012,66.52000000000001
2306,R UPPALA AT  UPPALA BR.,KERALA,6.2,7.2,9326.0,1.3,0.22,141.0,2012,87.66
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,6.6,7.1,15158.0,1.1,0.26,810.0,2012,82.03999999999999
1442,VAMANAPURAM,KERALA,6.3,7.3,74.0,1.2,0.29,1813.0,2012,82.94
1448,NAGAVALLI AT THOTAPALLI REGULATOR,ANDHRA PRADESH,6.0,7.6,429.0,1.1,1.1,362.0,2012,87.66
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,6.0,7.8,308.0,1.1,1.47,343.0,2012,87.66
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH,5.8,7.4,505.0,0.6,0.73,1517.0,2012,76.42000000000002
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH,6.1,7.5,465.0,0.5,0.34,1458.0,2012,82.03999999999999
1444,KALI AT D/S WEST COAST PAPER MILL,KARNATAKA,6.4,7.1,183.0,2.3,0.62,398.0,2012,88.2
2780,"KALI AT U/S OF WCPM, DANDELI",KARNATAKA,7.1,7.4,135.0,1.9,0.72,995.0,2012,82.75999999999999
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,KARNATAKA,6.7,7.2,103.0,1.0,1.6230787089467724,70.0,2012,88.38
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,6.8,7.1,106.0,1.0,1.6230787089467724,137.0,2012,88.38
2423,"BUDHABALANGA, D/S OF BARIPADA",ORISSA,7.8,7.9,213.0,1.5,0.35,15083.0,2012,71.34
2424,BUDHABALANGA AT BALASORE D/S,ORISSA,7.7,8.1,312.0,2.0,0.75,32017.0,2012,70.8
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,6.9,7.6,99.0,1.6,1.39,5395.0,2012,82.75999999999999
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,7.3,8.0,230.0,1.6,0.69,4348.0,2012,82.4
1642,NAGAVALLI AT JAYKAYPUR D/S,ORISSA,6.8,8.1,264.0,2.6,1.16,5142.0,2012,82.4
1643,NAGAVALLI AT RAYAGADA D/S,ORISSA,7.2,8.1,272.0,3.1,1.46,4586.0,2012,77.72
1455,RUSHIKULYA AT GANJAM U/S,ORISSA,8.0,8.3,312.0,1.4,0.73,4319.0,2012,82.03999999999999
1456,RUSHIKULYA AT GANJAM D/S,ORISSA,8.2,8.0,19595.0,2.0,0.94,1116.0,2012,82.03999999999999
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,7.0,8.0,199.0,1.8,1.11,3573.0,2012,82.58000000000001
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA,7.2,8.1,201.0,1.6,0.36,2324.0,2012,82.58000000000001
1685,ARASALAR RIVER KARAIKAL REGION,PONDICHERRY,6.8,7.8,505.0,2.1,0.02,533687.1656804733,2012,70.8
2444,CORINGA RIVER,PONDICHERRY,6.5,7.9,11170.0,3.0,0.3,533687.1656804733,2012,70.8
2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,6.9,7.4,4990.0,3.0,0.37,533687.1656804733,2012,70.8
2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,6.8,8.1,1516.0,6.940048767967146,0.28,533687.1656804733,2012,61.44
2445,MAHE RIVER,PONDICHERRY,6.0,7.3,44600.0,6.940048767967146,0.23,533687.1656804733,2012,61.44
1450,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMILNADU,6.8,7.5,890.0,2.1,0.51,589.0,2012,82.03999999999999
